id,happiness
8001,3.838463944
8002,3.056316487
8003,3.370956318
8004,4.317066679
8005,3.367011788
8006,4.158882877
8007,3.969981272
8008,4.503503436
8009,4.01269004
8010,2.825556937
8011,3.121585061
8012,3.809347754
8013,4.126527489
8014,3.578338314
8015,3.689331356
8016,4.375455297
8017,3.668995442
8018,4.383867164
8019,3.891158408
8020,4.087222398
8021,4.12708376
8022,3.761882423
8023,4.006206293
8024,3.558379571
8025,3.054039983
8026,4.009324033
8027,4.17486402
8028,4.053603291
8029,4.217434734
8030,4.208448881
8031,3.950937535
8032,4.130127315
8033,4.072034948
8034,3.529026625
8035,3.595355589
8036,4.554707038
8037,4.085269918
8038,4.099191376
8039,3.576700666
8040,4.13794635
8041,4.262971596
8042,3.780910374
8043,3.913209313
8044,3.796044895
8045,4.27759822
8046,3.960340919
8047,4.212192094
8048,3.977130544
8049,4.02662219
8050,4.355878568
8051,3.653606999
8052,4.232847364
8053,3.005402438
8054,3.94777821
8055,4.335259018
8056,2.713612314
8057,3.956949953
8058,3.443596863
8059,3.12717747
8060,4.128138187
8061,2.955555939
8062,3.533384047
8063,4.011848452
8064,4.07432423
8065,4.078368588
8066,4.251559567
8067,4.196228218
8068,4.088667708
8069,3.537404656
8070,4.108495706
8071,3.995156862
8072,4.396739519
8073,3.75729714
8074,3.955766473
8075,3.372059901
8076,3.655350176
8077,3.53511162
8078,3.794781982
8079,4.5920269
8080,3.909716412
8081,3.97244459
8082,3.917434493
8083,4.388053204
8084,4.34217239
8085,4.505721072
8086,4.183309379
8087,3.98968864
8088,4.269368845
8089,3.541867357
8090,3.828442569
8091,4.178516822
8092,4.002509962
8093,4.135996516
8094,4.232746804
8095,4.616822711
8096,3.350998379
8097,4.215145278
8098,3.887616233
8099,3.527250491
8100,4.056754821
8101,4.233183026
8102,4.095551893
8103,3.43818557
8104,4.494137539
8105,4.071997043
8106,4.306210956
8107,4.269117929
8108,4.082212731
8109,3.786196318
8110,3.713612229
8111,4.226210726
8112,3.639046827
8113,3.911489638
8114,4.382957647
8115,4.072512691
8116,3.974507097
8117,3.727095921
8118,3.657505213
8119,3.93078595
8120,4.518741969
8121,3.119422687
8122,4.198434044
8123,3.553868443
8124,3.820940951
8125,4.108629331
8126,4.520616886
8127,1.938117341
8128,4.014545661
8129,3.75940753
8130,3.927020506
8131,3.925282451
8132,4.171492544
8133,4.217934884
8134,4.228325997
8135,4.105606825
8136,4.438529717
8137,4.082773316
8138,3.574589661
8139,3.992862384
8140,2.973880717
8141,4.020644757
8142,3.744976559
