id,happiness
8001,3.873762056
8002,2.9019736
8003,3.366847156
8004,4.246394238
8005,3.3570652
8006,4.203260124
8007,3.935255487
8008,4.492446423
8009,4.04834159
8010,2.888200291
8011,3.110910361
8012,3.755867426
8013,4.065385677
8014,3.653943925
8015,3.657013395
8016,4.452911965
8017,3.656048524
8018,4.357115057
8019,3.867669987
8020,4.027116599
8021,4.073550699
8022,3.729284966
8023,4.008857283
8024,3.63833539
8025,3.316283014
8026,4.037724877
8027,4.282219067
8028,4.115197115
8029,4.23217188
8030,4.208866611
8031,3.967282674
8032,4.042782951
8033,4.073157639
8034,3.509949636
8035,3.621242105
8036,4.547838188
8037,4.049949022
8038,4.118538731
8039,3.541448893
8040,4.158988395
8041,4.261006268
8042,3.805674483
8043,3.859805597
8044,3.805227419
8045,4.244338795
8046,3.983581
8047,4.23876478
8048,4.058267891
8049,3.973874587
8050,4.398200044
8051,3.708139364
8052,4.273024522
8053,3.064351831
8054,3.902497992
8055,4.286348705
8056,2.806243965
8057,4.002587879
8058,3.373356252
8059,3.023596086
8060,4.100779735
8061,3.049415453
8062,3.524527045
8063,3.989231076
8064,4.124843353
8065,4.065682465
8066,4.139493499
8067,4.125256784
8068,4.067081792
8069,3.49174889
8070,4.118269968
8071,3.961587971
8072,4.398475512
8073,3.809380179
8074,3.943930106
8075,3.214916861
8076,3.677481764
8077,3.541898237
8078,3.648536221
8079,4.488059339
8080,3.912855539
8081,3.894098769
8082,3.887578357
8083,4.431024236
8084,4.372994769
8085,4.492940056
8086,4.11849467
8087,3.973279247
8088,4.272232271
8089,3.570009655
8090,3.840649659
8091,4.200133438
8092,4.008792005
8093,4.160722819
8094,4.249933319
8095,4.675504626
8096,3.301692225
8097,4.245794996
8098,3.958469176
8099,3.601572919
8100,4.020806988
8101,4.14444896
8102,4.178314838
8103,3.518877897
8104,4.488001479
8105,4.061745291
8106,4.325352266
8107,4.277263758
8108,4.088125055
8109,3.804303477
8110,3.759969851
8111,4.305787607
8112,3.5839839
8113,3.90402567
8114,4.354519846
8115,4.039792165
8116,3.926103858
8117,3.700254841
8118,3.626025541
8119,3.930970691
8120,4.455427143
8121,3.285321032
8122,4.18297876
8123,3.635911942
8124,3.76865998
8125,4.155470265
8126,4.588545773
8127,2.102169913
8128,4.032625255
8129,3.74674637
8130,3.890392863
8131,3.873701505
8132,4.1169413
8133,4.245027841
8134,4.221657485
8135,4.124349415
8136,4.372552418
8137,4.07539403
8138,3.67416253
8139,3.914722892
8140,3.107312174
8141,4.047516291
8142,3.703458624
8143,4.397303964
8144,3.69070527
8145,4.147281635
8146,2.1961269
8147,4.14911301
8148,2.651883099
8149,3.536718145
8150,3.677425438
8151,2.749673701
8152,4.049452292
8153,3.549794347
8154,3.822544536
8155,3.804599895
8156,3.902488884
8157,3.40302831
8158,3.296670915
8159,4.077136968
8160,4.119584996
8161,3.514942377
8162,3.906682726
8163,4.002759886
8164,4.040652843
8165,4.081867858
8166,4.406770889
8167,3.811645716
8168,2.992074547
8169,3.196528019
8170,3.96203421
8171,4.045464307
8172,3.883000716
8173,3.654599617
8174,3.717710381
8175,3.746031951
8176,4.288491011
8177,2.640026273
8178,4.375486088
8179,4.264779634
8180,3.38921143
8181,3.768284093
8182,3.987436277
8183,3.69120038
8184,3.806394609
8185,3.416872819
8186,3.46354275
8187,4.122728293
8188,3.792895611
8189,3.999729469
8190,4.103476967
8191,3.807398735
8192,3.968494612
8193,3.895492701
8194,4.112316679
8195,4.459116128
8196,3.125713856
8197,3.963429503
8198,4.002703667
8199,4.158201474
8200,4.87773949
8201,3.43170636
8202,4.070507547
8203,3.877427941
8204,4.08934292
8205,4.091840541
8206,3.904636963
8207,3.877263514
8208,3.925023938
8209,3.939313466
8210,3.62651524
8211,3.622176369
8212,4.156474408
8213,4.334317216
8214,4.079838633
8215,3.63878862
8216,3.953349667
8217,3.499758271
8218,3.71760771
8219,3.788944905
8220,4.05098622
8221,4.422108208
8222,3.877533082
8223,3.160099144
8224,3.896037594
8225,4.100767606
8226,3.919772936
8227,4.377501435
8228,3.326669952
8229,4.095251849
8230,3.378533067
8231,3.92131851
8232,3.825109302
8233,3.90162767
8234,3.848585537
8235,3.782914623
8236,3.212859529
8237,3.57142849
8238,3.945828661
8239,3.432301366
8240,3.211453653
8241,3.558325724
8242,3.856085131
8243,4.412291789
8244,4.107646548
8245,3.641455783
8246,4.027440254
8247,3.852320315
8248,4.028802511
8249,4.318554315
8250,3.900029139
8251,4.358517833
8252,4.39273377
8253,3.848344115
8254,3.768372057
8255,3.6084137
8256,3.661590098
8257,3.984707899
8258,2.84353774
8259,4.344600766
8260,3.922288929
8261,4.289921133
8262,3.889841224
8263,4.094126076
8264,3.939138297
8265,4.209066882
8266,3.334530299
8267,3.693905973
8268,4.014250898
8269,3.474179349
8270,3.677320601
8271,3.094943303
8272,4.082891577
8273,3.714014656
8274,3.636904502
8275,4.180846588
8276,4.090734891
8277,3.921941252
8278,3.866126668
8279,4.315519307
8280,4.293115054
8281,4.165395046
8282,4.100744868
8283,4.104057294
8284,4.181204564
8285,3.869342345
8286,2.141169258
8287,4.446291192
8288,3.862042375
8289,4.068407229
8290,4.08540107
8291,4.079611008
8292,4.148673665
8293,3.686414978
8294,4.507629986
8295,3.533842231
8296,4.118808104
8297,3.645131324
8298,4.714201093
8299,2.84357437
8300,3.333965546
8301,3.93794177
8302,4.298401612
8303,3.85540106
8304,3.994533678
8305,3.991869678
8306,4.688297744
8307,4.194401478
8308,4.391073818
8309,3.73247808
8310,3.832579788
8311,4.225469077
8312,4.646369652
8313,4.246732938
8314,3.093202224
8315,4.133410545
8316,4.050304256
8317,3.833778184
8318,4.109006283
8319,3.314776082
8320,3.938707387
8321,4.288128977
8322,4.266705622
8323,3.807401609
8324,3.632074622
8325,4.164210712
8326,4.349931258
8327,3.675308093
8328,4.122963763
8329,3.00715728
8330,4.29279393
8331,4.28445515
8332,3.925360021
8333,3.469033757
8334,4.179016654
8335,3.628516618
8336,4.066125489
8337,3.462434719
8338,4.203969227
8339,3.795799647
8340,3.440530837
8341,4.059376237
8342,4.040081306
8343,3.177297132
8344,4.18912886
8345,3.840116716
8346,3.324863507
8347,3.131953995
8348,3.942586959
8349,4.0058709
8350,3.450251069
8351,4.100463555
8352,3.623173089
8353,3.334580185
8354,4.160410851
8355,3.560224317
8356,4.185214039
8357,3.875767834
8358,3.938239206
8359,3.72641944
8360,3.962840508
8361,3.943793382
8362,4.068478209
8363,3.545798848
8364,3.405627113
8365,3.778379746
8366,3.790512916
8367,4.162902659
8368,4.213515734
8369,3.572366854
8370,3.373678712
8371,4.08087036
8372,3.776661117
8373,2.4064698
8374,3.230294542
8375,4.302504757
8376,4.674416752
8377,4.035883035
8378,3.933130818
8379,4.253608908
8380,3.430799689
