id,happiness
8001.0,3.681600072382608
8002.0,3.2269767441860466
8003.0,3.4281720028622273
8004.0,4.488244378050286
8005.0,2.8674504852025517
8006.0,4.028269394674056
8007.0,4.017936569243107
8008.0,4.500287581548864
8009.0,4.041725656948544
8010.0,2.8345345230482963
8011.0,2.9626369463801323
8012.0,3.9474206928780973
8013.0,4.370847521288156
8014.0,3.4780518339948094
8015.0,3.775190382637072
8016.0,4.384870921932657
8017.0,3.6255996149234373
8018.0,4.193598951894304
8019.0,4.093386521798841
8020.0,3.885148085412573
8021.0,4.172328279218406
8022.0,3.7771531492830484
8023.0,3.9708511037404204
8024.0,3.593748409374241
8025.0,2.98267767654403
8026.0,4.10894331412106
8027.0,4.125704331279418
8028.0,3.9193379171126748
8029.0,4.028230455790146
8030.0,4.098992823282544
8031.0,3.9597720339568205
8032.0,3.7784751407787183
8033.0,4.109870893936809
8034.0,3.6247683482305537
8035.0,3.6044935716869717
8036.0,4.295313255966002
8037.0,3.9663695317265764
8038.0,3.9480412300744154
8039.0,3.6159275423312223
8040.0,4.20410288851482
8041.0,4.293309849185093
8042.0,4.140600125245608
8043.0,3.7765085619511622
8044.0,4.132741858775463
8045.0,4.095007992130791
8046.0,3.889642323719353
8047.0,3.9855796114076925
8048.0,4.070601016542012
8049.0,3.874006790192156
8050.0,4.299403240231674
8051.0,3.546587800129698
8052.0,4.165823003663354
8053.0,3.172722846026163
8054.0,4.025489209010335
8055.0,4.036235845622191
8056.0,2.8688239361864585
8057.0,3.858795859564621
8058.0,3.503798144156824
8059.0,3.327761229437365
8060.0,4.0889464277320915
8061.0,3.0668652636630047
8062.0,3.5801598510658166
8063.0,3.8824789440440437
8064.0,4.120598985690318
8065.0,4.074880310620248
8066.0,4.130798587109744
8067.0,4.143559028925873
8068.0,4.142507360827417
8069.0,3.626102005423391
8070.0,4.124653100012562
8071.0,3.6794951916905436
8072.0,4.198061791776298
8073.0,3.6278413300120733
8074.0,3.607914859227697
8075.0,3.4414797054321813
8076.0,3.493243154261315
8077.0,3.2990688728811035
8078.0,3.9697078645673063
8079.0,4.336573301489556
8080.0,3.7897664777791857
8081.0,3.8582734590436805
8082.0,3.7484055290427354
8083.0,4.111547321360568
8084.0,4.212802243156904
8085.0,4.496283181093867
8086.0,4.030885071254525
8087.0,3.792113179609495
8088.0,4.003886080857125
8089.0,3.745176573032615
8090.0,3.8741011762685735
8091.0,4.0696436893404595
8092.0,3.6083476993892782
8093.0,3.938205119121725
8094.0,3.9109267574100794
8095.0,4.5742141502734315
8096.0,3.6938914361601896
8097.0,4.133015449159493
8098.0,3.783687027123255
8099.0,3.664313900148363
8100.0,4.084499406045161
8101.0,4.173723468615806
8102.0,3.849332778012439
8103.0,3.3321662436848767
8104.0,4.282811446009958
8105.0,4.087064542315372
8106.0,4.033802392804748
8107.0,3.569369585746465
8108.0,4.158341961911574
8109.0,3.6909750705945417
8110.0,3.5957445666079013
8111.0,4.155720522307224
8112.0,3.5486804743135503
8113.0,3.7730903547958876
8114.0,3.996747750064066
8115.0,4.012873522426201
8116.0,3.927989287355475
8117.0,3.8381685742727796
8118.0,3.655605787455487
8119.0,3.627373171089763
8120.0,4.303104218645817
8121.0,3.179383355081281
8122.0,3.986745961879004
8123.0,3.741604377321102
8124.0,3.758519329100381
8125.0,4.102210904343127
8126.0,4.423521190939216
8127.0,2.2271735154751173
8128.0,3.841703207178715
8129.0,3.9142239863945054
8130.0,3.9674534439298568
8131.0,3.631115820408165
8132.0,3.9235436476536125
8133.0,4.061569130284946
8134.0,3.9886296353621247
8135.0,3.999404302533391
8136.0,4.0794629518245085
8137.0,3.985521497336606
8138.0,3.559769433482748
8139.0,4.121210897318776
8140.0,3.1659684464981233
8141.0,3.999670453233227
8142.0,3.907887770404437
8143.0,4.311641633746805
8144.0,3.728280180576275
8145.0,4.027815227430532
8146.0,2.477219168428471
8147.0,4.15247799579844
8148.0,3.2456054597916917
8149.0,3.744749062655398
8150.0,3.9728131825776187
8151.0,2.689081260695285
8152.0,4.0242803806493335
8153.0,3.701138718548168
8154.0,3.59501014050611
8155.0,3.5588435973682073
8156.0,3.5409613883395656
8157.0,3.629308127492767
8158.0,3.5370014956334255
8159.0,4.01474190632613
8160.0,4.1642795434477975
8161.0,3.76524453277861
8162.0,4.041549658491122
8163.0,3.8410340372722027
8164.0,3.647323119041721
8165.0,4.140430224847582
8166.0,4.136466198893163
8167.0,3.7260918588641037
8168.0,3.1208512946629314
8169.0,3.427010623595586
8170.0,4.037764855230491
